run_id,label,is_target,ts_unix,root_pid,pid,process_start_time,image_name,image_sha256,t_ms,total_score,f1_unsigned,f2_packed,f3_susp_strings,f4_honey,f5_crypto_api,f6_safe_mode,f7_shadow_del,f8_reg_persist,f9_dir_enum,f10_high_io,f11_ext_changed,f12_fingerprint,f13_entropy,f14_daa,f9_now,f10_now,f11_now,f12_now,f13_now,f14_now,io_rate,rename_rate,dirent_rate,entropy_delta_mean,entropy_delta_max,entropy_samples,daa_min,affected_ext_count,new_ext_max,backup_entries,backup_frozen,quota_tier,exited,family,y,source_split,gate_pass,feature_sum_f1_f14,v2_group_id,is_synthetic
synthetic_train_benign_v4_20261021_00321,benign,1,1785924796,9524,9524,1.3430398394430122e+17,synthetic_benign_v4.exe,c10df03cbbf22f641c8ab9ff821106549534e305d3d594174e5b47c92fa5f62d,1929.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69.97637330502924,10.058617351211995,1008.9577691095215,0.25172431807049805,1.7477935474584698,3.0,440.33402405655534,51.0,343.0,82.0,0.0,1.0,0.0,SyntheticBenignV4,0,train,1,8.0,synthetic_train_benign_v4_20261021_00321,1
synthetic_train_benign_v4_20261021_00138,benign,1,1786198723,236,236,1.3430672321755165e+17,synthetic_benign_v4.exe,0beb1da4842c768ea8d26d7db007f247f091f765293ec5ec044dbda3e7ac7e67,1842.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89.9238365914645,15.33320562982556,949.4590893944869,3.078337000169834,2.3092564999623937,104.0,86.4387720160087,4.0,662.0,7.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,7.0,synthetic_train_benign_v4_20261021_00138,1
r_20260805_153704_00020,malware,1,1785924621,3524,3524,1.3430398207908856e+17,INC__571f5de9dd0d509ed7e5242b9b7473c2b2cbb36ba64d38b32122a0a337d6cf8b.exe,571f5de9dd0d509ed7e5242b9b7473c2b2cbb36ba64d38b32122a0a337d6cf8b,13587.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,224.4667,27.8333,30.1667,1.7602,1.7602,1.0,41.1098,5.0,819.0,2.0,0.0,0.0,0.0,INC,1,train,1,6.0,r_20260805_153704_00020,0
3186229b4bd8a584161648ed352f40477e0fc229af97c16c19b01399568b385f,malware,1,1785676805,7740,7740,1.3430150190509651e+17,Trigona__3186229b4bd8a5841616.exe,3186229b4bd8a584161648ed352f40477e0fc229af97c16c19b01399568b385f,213854.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,51.4,9.9333,52.8667,1.5426,4.0566,157.0,178.9393,19.0,44.0,177.0,0.0,3.0,0.0,Trigona,1,train,1,6.0,3186229b4bd8a584161648ed352f40477e0fc229af97c16c19b01399568b385f,0
synthetic_train_benign_v4_20261021_00090,benign,1,1786198497,11608,11608,1.3430672095426877e+17,synthetic_benign_v4.exe,0c741cfebbd39c7f2fc39c902e19f6237da7aedcc01a0b8f3a91fd155e7f041a,1873.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,219.6373805272783,11.545352937758365,190.02855310444966,2.7323053545319067,3.3761470687304267,14.0,464.411051932245,5.0,929.0,81.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,7.0,synthetic_train_benign_v4_20261021_00090,1
synthetic_train_benign_v4_20261021_00114,benign,1,1785924796,9524,9524,1.3430398394430122e+17,synthetic_benign_v4.exe,80ba2aab9808502ddabea1946070e75128bd6c7cfd7fd94b58e969c61ea15bd2,197975.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,58.04616822041567,29.474444705175273,288.06384324292446,3.5181161969119428,4.7052622418183185,101.0,9.281724753394148,10.0,222.0,4.0,0.0,1.0,0.0,SyntheticBenignV4,0,train,1,6.0,synthetic_train_benign_v4_20261021_00114,1
d168daab4fd03702fcb60af9b380ee785245577e6ad880fa4f117f8559dee596,malware,1,1785682364,2772,2772,1.3430155760946208e+17,Trigona__d168daab4fd03702fcb6.exe,d168daab4fd03702fcb60af9b380ee785245577e6ad880fa4f117f8559dee596,203016.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.5,6.4333,18.6,1.2911,3.8481,15.0,221.1323,12.0,89.0,28.0,0.0,3.0,0.0,Trigona,1,train,1,6.0,d168daab4fd03702fcb60af9b380ee785245577e6ad880fa4f117f8559dee596,0
r_20260730_152625_00003,malware,1,1785400606,10420,10420,1.3429874203194368e+17,Babuk__020417c0f9f086b2f712490812362efe7f4459200a8203c95e37ba4613e5bd03.exe,020417c0f9f086b2f712490812362efe7f4459200a8203c95e37ba4613e5bd03,2894.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,140.1,27.1667,134.4333,0.0,0.0,0.0,550.5815,58.0,538.0,42.0,0.0,3.0,0.0,Babuk,1,train,1,8.0,r_20260730_152625_00003,0
r_20260730_220149_00032,malware,1,1785432010,1248,1248,1.3429905605743005e+17,Babuk__27fb5458adf29cf8593f93520047759045674362a98fd302e437d981fa46c4ca.exe,27fb5458adf29cf8593f93520047759045674362a98fd302e437d981fa46c4ca,3865.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,122.5333,23.8667,117.1,0.0,0.0,4.0,410.7455,24.0,670.0,10.0,0.0,3.0,0.0,Babuk,1,train,1,8.0,r_20260730_220149_00032,0
synthetic_train_benign_v4_20261021_00229,benign,1,1786197146,10672,10672,1.34306707449994e+17,synthetic_benign_v4.exe,73c223468d6fcd90cc39369ebe07937978698b4fc8f5ed01887e69a1449b6857,128917.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.55136967412676,14.74237140165291,912.1200554863514,1.3068245794972022,3.3914093116782076,1.0,156.64295160166162,4.0,433.0,71.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,7.0,synthetic_train_benign_v4_20261021_00229,1
synthetic_train_benign_v4_20261021_00019,benign,1,1786198866,11312,11312,1.3430672464078317e+17,synthetic_benign_v4.exe,9215d5e345404e9d2020bdf5d2e02fd10f67b951cca12a73da22b3ec9a9e5898,1925.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,139.26289908500112,19.981800130411212,1328.17523444516,0.11927708989223251,2.2405190929096532,96.0,380.014379722986,4.0,782.0,9.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,10.0,synthetic_train_benign_v4_20261021_00019,1
synthetic_train_benign_v4_20261021_00037,benign,1,1786196998,11944,11944,1.3430670597531022e+17,synthetic_benign_v4.exe,92c68d143722b7c521f712927ba85d128c1ebe8ce20617e9dd06ae8b97a9acc8,150094.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,229.36827800271988,48.78432647884681,1193.956900908117,2.794988521273587,3.6274000232297,11.0,389.24194988858136,4.0,400.0,3.0,0.0,1.0,0.0,SyntheticBenignV4,0,train,1,7.0,synthetic_train_benign_v4_20261021_00037,1
synthetic_train_benign_v4_20261021_00027,benign,1,1786198972,5892,5892,1.3430672570323347e+17,synthetic_benign_v4.exe,5e53283cf094347a5395d9c45d2d36591398a4ddc9ffb2c28ff0059812842c55,41194.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.59947223360989,22.14997219986038,1956.6650213312266,2.8481195387662237,5.233737533303471,25.0,10.773115300832274,12.0,642.0,9.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,8.0,synthetic_train_benign_v4_20261021_00027,1
9ec9fd40a0920b680b3f6360549af7d4387f8c87683bb82077bd3e0dcc6780bc,malware,1,1785668187,9188,9188,1.3430141596327072e+17,Trigona__9ec9fd40a0920b680b3f.exe,9ec9fd40a0920b680b3f6360549af7d4387f8c87683bb82077bd3e0dcc6780bc,189840.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,31.0333,5.7667,18.4,1.5056,3.9642,34.0,208.2123,12.0,51.0,37.0,0.0,3.0,0.0,Trigona,1,train,1,6.0,9ec9fd40a0920b680b3f6360549af7d4387f8c87683bb82077bd3e0dcc6780bc,0
r_20260805_204121_00023,malware,1,1785942977,13108,13108,1.3430416560251374e+17,INC__c600e439da89f5ee5bbf5b7e3672b6165ded49dd748f06892647930e64783090.exe,c600e439da89f5ee5bbf5b7e3672b6165ded49dd748f06892647930e64783090,11453.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,107.3333,10.8333,19.1667,0.8891,3.2704,12.0,33.2417,6.0,305.0,8.0,0.0,1.0,0.0,INC,1,train,1,8.0,r_20260805_204121_00023,0
synthetic_train_benign_v4_20261021_00072,benign,1,1786198819,2828,2828,1.3430672417126842e+17,synthetic_benign_v4.exe,0a3fcf3d3e1ef228d27cb12fa0f9d7968d26e460b00747a0ae699af7a3739170,95389.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,221.986616888909,23.787276343016025,650.9606618085727,0.5738750864324031,3.122824483854935,22.0,348.16428558166115,38.0,336.0,35.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,10.0,synthetic_train_benign_v4_20261021_00072,1
synthetic_train_benign_v4_20261021_00054,benign,1,1786197146,10672,10672,1.34306707449994e+17,synthetic_benign_v4.exe,ef6bb18d07720890789997e44acfc986d0311e88c2cd9d3ed4f8a43d32b03690,159208.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,139.8852435143237,18.32697675172131,1284.7306954605644,2.431503545091566,0.49895873221109577,50.0,310.69515893560896,64.0,846.0,13.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,10.0,synthetic_train_benign_v4_20261021_00054,1
synthetic_train_benign_v4_20261021_00056,benign,1,1786198972,5892,5892,1.3430672570323347e+17,synthetic_benign_v4.exe,5b2bb4773cd4ada044bb5c9794b422fe46ee6a78a6dba91a6dc78d409d0f1ad4,4115.0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,211.1865015604525,6.046984969313251,137.51590393756243,2.811217512893005,0.07318532575867598,22.0,132.6746607223703,4.0,717.0,63.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,11.0,synthetic_train_benign_v4_20261021_00056,1
807b27dd4ddf9f8be2493a9e9f9a1bbe69c06770039847425acc6458d72f29dd,malware,1,1785674294,5476,5476,1.3430147676924552e+17,Trigona__807b27dd4ddf9f8be249.exe,807b27dd4ddf9f8be2493a9e9f9a1bbe69c06770039847425acc6458d72f29dd,216901.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,34.2,6.3,19.1333,1.2214,3.8781,24.0,202.3951,12.0,66.0,38.0,0.0,3.0,0.0,Trigona,1,train,1,6.0,807b27dd4ddf9f8be2493a9e9f9a1bbe69c06770039847425acc6458d72f29dd,0
411b8cd39606bbe551627f1868bb4ace1f9fcb5387b6a58b9bb7f31c50109e10,malware,1,1785821268,9020,9020,1.3430294860006237e+17,LockBit__411b8cd39606bbe55162.exe,411b8cd39606bbe551627f1868bb4ace1f9fcb5387b6a58b9bb7f31c50109e10,8007.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.2,0.1333,73.9667,-0.2534,2.9748,34.0,27.8749,10.0,1.0,34.0,0.0,3.0,0.0,LockBit,1,train,1,6.0,411b8cd39606bbe551627f1868bb4ace1f9fcb5387b6a58b9bb7f31c50109e10,0
synthetic_train_benign_v4_20261021_00327,benign,1,1786198671,6052,6052,1.3430672269555864e+17,synthetic_benign_v4.exe,b1a4c1ae23cdff09f3ff75c0da97be803d7085d8eb73fa2fd39b0df9006c8176,126895.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.71077831061586,16.266401184550144,414.4602628782524,2.2801185167206826,2.9661285363550745,80.0,8.26068153899538,35.0,35.0,4.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,7.0,synthetic_train_benign_v4_20261021_00327,1
synthetic_train_benign_v4_20261021_00362,benign,1,1786197390,7696,7696,1.3430670988080968e+17,synthetic_benign_v4.exe,7deb673667de15ac37a116ec6bf6c5772c393171bd3b5f456565c4f6363a51d4,211004.0,10.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,285.1732243560343,12.59804935615139,716.3827806120307,2.5111318177078044,3.265557116684443,58.0,545.5829407161993,63.0,750.0,8.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,10.0,synthetic_train_benign_v4_20261021_00362,1
r_20260730_213552_00047,malware,1,1785434151,5316,5316,1.34299077444754e+17,Babuk__45b708ab19d34af228aca784051cf526ebe4891dfa77bb6099b6dce50cb6c0f7.exe,45b708ab19d34af228aca784051cf526ebe4891dfa77bb6099b6dce50cb6c0f7,6326.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.3,49.4333,178.8667,0.0,0.0,10.0,196.9037,58.0,1200.0,40.0,0.0,3.0,0.0,Babuk,1,train,1,8.0,r_20260730_213552_00047,0
7f104a3dfda3a7fbdd9b910d00b0169328c5d2facc10dc17b4378612ffa82d51,malware,1,1785809369,7856,7856,1.3430282950606734e+17,INC__7f104a3dfda3a7fbdd9b.exe,7f104a3dfda3a7fbdd9b910d00b0169328c5d2facc10dc17b4378612ffa82d51,8405.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.8333,0.1,47.0333,1.485,2.9699,6.0,6.0385,5.0,1.0,2.0,0.0,0.0,0.0,INC,1,train,1,7.0,7f104a3dfda3a7fbdd9b910d00b0169328c5d2facc10dc17b4378612ffa82d51,0
b55ecbddcbed916481ad537807cd3e33cb71814be6ce8e03eb63b629ccb8c692,malware,1,1785641651,1080,1080,1.3430115216390928e+17,Rhysida__b55ecbddcbed916481ad.exe,b55ecbddcbed916481ad537807cd3e33cb71814be6ce8e03eb63b629ccb8c692,33954.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.4333,0.3333,569.7,0.0,0.0,2.0,384.9207,9.0,2.0,4.0,0.0,2.0,0.0,Rhysida,1,train,1,6.0,b55ecbddcbed916481ad537807cd3e33cb71814be6ce8e03eb63b629ccb8c692,0
r_20260805_204121_00011,malware,1,1785939943,12744,12744,1.3430413525735128e+17,INC__11cfd8e84704194ff9c56780858e9bbb9e82ff1b958149d74c43969d06ea10bd.exe,11cfd8e84704194ff9c56780858e9bbb9e82ff1b958149d74c43969d06ea10bd,12130.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,85.8667,13.8667,22.4333,1.3254,3.2825,11.0,27.1711,6.0,396.0,8.0,0.0,1.0,0.0,INC,1,train,1,7.0,r_20260805_204121_00011,0
r_20260805_153704_00029,malware,1,1785927087,12188,12188,1.3430400673276925e+17,INC__ecbfea3e7869166dd418f15387bc33ce46f2c72168f571071916b5054d7f6e49.exe,ecbfea3e7869166dd418f15387bc33ce46f2c72168f571071916b5054d7f6e49,13693.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,226.7333,28.1333,30.1667,2.2531,2.2531,1.0,40.953,5.0,828.0,2.0,0.0,0.0,0.0,INC,1,train,1,6.0,r_20260805_153704_00029,0
r_20260801_001238_00113,malware,1,1785543581,9584,9584,1.343001716509138e+17,Conti__d06b5a200292fedcfb4d4aecac32387a2e5b5bb09aaab5199c56bab3031257d6.exe,d06b5a200292fedcfb4d4aecac32387a2e5b5bb09aaab5199c56bab3031257d6,16316.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,367.8667,9.7667,11.5,2.6728,2.6728,1.0,32.6427,7.0,278.0,2.0,0.0,1.0,0.0,Conti,1,train,1,7.0,r_20260801_001238_00113,0
r_20260801_001458_00242,malware,1,1785604073,8696,8696,1.3430077621180173e+17,Sodinokibi__d74f04f0b948d9586629e06e2a2a21bdf20d678e47058afb637414eb3701c1f6.exe,d74f04f0b948d9586629e06e2a2a21bdf20d678e47058afb637414eb3701c1f6,50939.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,21.7667,5.2667,1489.2,2.9324,3.2873,4.0,15.4123,6.0,140.0,5.0,0.0,2.0,0.0,Sodinokibi,1,train,1,7.0,r_20260801_001458_00242,0
synthetic_train_benign_v4_20261021_00164,benign,1,1786197146,10672,10672,1.34306707449994e+17,synthetic_benign_v4.exe,7cdc45ce38a525faceaae7bf4e1e6e655fa8919056b44e4b3e9698dc526517e2,154023.0,8.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,41.53350345698357,12.260033983947874,599.2628514506023,3.3116371640371023,2.7894764714997455,25.0,20.445558819945205,4.0,230.0,12.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,8.0,synthetic_train_benign_v4_20261021_00164,1
r_20260730_213552_00034,malware,1,1785431068,4528,4528,1.3429904659162134e+17,Babuk__2cf8975496781dd06f3a0ef3d41f994d06dc4bafb3f417e51cc18896faaf8e04.exe,2cf8975496781dd06f3a0ef3d41f994d06dc4bafb3f417e51cc18896faaf8e04,8849.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,247.4333,47.8667,202.2,0.0,0.0,10.0,398.288,55.0,1200.0,38.0,0.0,3.0,0.0,Babuk,1,train,1,8.0,r_20260730_213552_00034,0
synthetic_train_benign_v4_20261021_00157,benign,1,1786198497,11608,11608,1.3430672095426877e+17,synthetic_benign_v4.exe,9235ddb73df75c8a595f2101ae5219cd10b4fb7e6205b879203282b60143854e,1849.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,198.20539357282442,11.739222789321607,923.7722301979084,1.540123727732995,3.3473836736513363,32.0,9.620308078156151,5.0,118.0,41.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,8.0,synthetic_train_benign_v4_20261021_00157,1
benign_f9f14_003,benign,1,1786196998,11944,11944,1.3430670597531022e+17,python.exe,,643.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,112.4333,12.0,694.6333,3.3415,3.3415,1.0,1.3191,4.0,360.0,1.0,0.0,1.0,0.0,python.exe,0,train,1,6.0,benign_run_benign_f9f14_003,0
f1c2d2f2cfe7d0a4ebfb87739c4233eb526efd1ea238ba68e27d166deb709a0c,malware,1,1785684030,7932,7932,1.3430157419041304e+17,Trigona__f1c2d2f2cfe7d0a4ebfb.exe,f1c2d2f2cfe7d0a4ebfb87739c4233eb526efd1ea238ba68e27d166deb709a0c,210611.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,67.9333,12.4667,35.0,1.2365,3.9289,119.0,370.389,13.0,144.0,133.0,0.0,3.0,0.0,Trigona,1,train,1,6.0,f1c2d2f2cfe7d0a4ebfb87739c4233eb526efd1ea238ba68e27d166deb709a0c,0
synthetic_train_benign_v4_20261021_00066,benign,1,1786198554,2416,2416,1.343067215322543e+17,synthetic_benign_v4.exe,844d1d955b6c00d1719839d73bc1757a6dbb3dfe10d2ca86e0742276ca0f9203,1583.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,78.21398146615826,44.478714279507166,738.9438467893165,2.9858194655276025,3.5501082295191577,10.0,479.14148765702197,46.0,122.0,4.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,10.0,synthetic_train_benign_v4_20261021_00066,1
r_20260805_204121_00003,malware,1,1785937974,6564,6564,1.3430411545760944e+17,DragonForce__ba1be94550898eedb10eb73cb5383a2d1050e96ec4df8e0bf680d3e76a9e2429.exe,ba1be94550898eedb10eb73cb5383a2d1050e96ec4df8e0bf680d3e76a9e2429,28242.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,187.7333,4.5333,6.1667,2.6235,2.6235,3.0,33.7313,7.0,121.0,2.0,0.0,1.0,0.0,DragonForce,1,train,1,6.0,r_20260805_204121_00003,0
r_20260801_001458_00185,malware,1,1785565956,7908,7908,1.3430039549077216e+17,Sodinokibi__14cb0affce00f0b279fa1843d528486434b903d2917e4d2a328706044874a526.exe,14cb0affce00f0b279fa1843d528486434b903d2917e4d2a328706044874a526,5749.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,25.3333,5.6667,9.4,2.9826,3.2808,5.0,23.8334,6.0,152.0,5.0,0.0,2.0,0.0,Sodinokibi,1,train,1,6.0,r_20260801_001458_00185,0
r_20260730_152625_00002,malware,1,1785400402,4888,4888,1.3429874000947416e+17,Babuk__0016d62346cdb482ef51f842aa979b2babdfa843db87f1b7efe2712444d0954d.exe,0016d62346cdb482ef51f842aa979b2babdfa843db87f1b7efe2712444d0954d,1688.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,116.9667,22.8333,82.4667,0.0,0.0,0.0,431.1498,22.0,643.0,10.0,0.0,2.0,0.0,Babuk,1,train,1,8.0,r_20260730_152625_00002,0
synthetic_train_benign_v4_20261021_00106,benign,1,1786197146,10672,10672,1.34306707449994e+17,synthetic_benign_v4.exe,efed879eb5e6d7ff4f34ce7f3b4c0c55d732b7f1505ce1131693f0d298755df4,151789.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.74328142095912,15.252329900775065,864.6235903806955,1.9805973037846236,3.958287635123548,21.0,270.2460970415217,24.0,438.0,67.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,7.0,synthetic_train_benign_v4_20261021_00106,1
synthetic_train_benign_v4_20261021_00165,benign,1,1786197197,9516,9516,1.3430670795883811e+17,synthetic_benign_v4.exe,cf79601d0a486a43d6a70d67f8cd976a90267b861260356f6e551853ce0663e1,39444.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,249.21126314563972,21.862654999583896,537.1204775792046,3.104215626555196,3.4927865298462093,22.0,247.10236777859285,4.0,213.0,10.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,9.0,synthetic_train_benign_v4_20261021_00165,1
r_20260805_204121_00025,malware,1,1785943483,10528,10528,1.3430417067259485e+17,INC__e17c601551dfded76ab99a233957c5c4acf0229b46cd7fc2175ead7fe1e3d261.exe,e17c601551dfded76ab99a233957c5c4acf0229b46cd7fc2175ead7fe1e3d261,10905.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,122.9333,13.7,22.9667,0.8626,3.2643,13.0,34.5336,6.0,390.0,8.0,0.0,1.0,0.0,INC,1,train,1,8.0,r_20260805_204121_00025,0
r_20260802_053346_00010,malware,1,1785627049,5028,5028,1.3430100643883154e+17,Medusa__aa4cd5e9ff8ef8e4a72601c03154231631a5179167400a5478ca4282188b1163.exe,aa4cd5e9ff8ef8e4a72601c03154231631a5179167400a5478ca4282188b1163,5059.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,653.9333,5.4333,15.9667,,0.0,0.0,440.1181,19.0,71.0,12.0,0.0,2.0,0.0,Medusa,1,train,1,6.0,r_20260802_053346_00010,0
d67a475f72ca65fd1ac5fd3be2f1cce2db78ba074f54dc4c4738d374d0eb19c7,malware,1,1785523551,3576,3576,1.3429997048077038e+17,DragonForce__d67a475f72ca65fd1ac5.exe,d67a475f72ca65fd1ac5fd3be2f1cce2db78ba074f54dc4c4738d374d0eb19c7,86659.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,501.3,0.0,2.8667,0.9904,2.9712,6.0,42.8831,5.0,0.0,2.0,0.0,2.0,0.0,DragonForce,1,train,1,6.0,d67a475f72ca65fd1ac5fd3be2f1cce2db78ba074f54dc4c4738d374d0eb19c7,0
